"Date", "A", "B", "C", "D", "Price"
"2021-10-17 00:00","237200.0","47440.0","5271.06","81838.24","0.2372"
"2021-10-18 00:00","237800.0","47560.0","5284.39","81838.24","0.2378"
"2021-10-19 00:00","247400.0","49480.0","5497.72","81838.24","0.2474"
"2021-10-20 00:00","245400.0","49080.0","5453.28","81838.24","0.2454"
"2021-10-21 00:00","254800.0","50960.0","5662.17","81838.24","0.2548"
"2021-10-22 00:00","242400.0","48480.0","5386.61","81838.24","0.2424"
"2021-10-23 00:00","244600.0","48920.0","5435.5","83360.12","0.2446"
"2021-10-24 00:00","251100.0","50220.0","5579.94","83360.12","0.2511"
"2021-10-25 00:00","275600.0","55120.0","6124.38","88633.41","0.2756"
"2021-10-26 00:00","265100.0","53020.0","5891.05","88633.41","0.2651"
"2021-10-27 00:00","255900.0","51180.0","5686.61","88633.41","0.2559"
"2021-10-28 00:00","237900.0","47580.0","5286.61","86707.39","0.2379"
"2021-10-29 00:00","299700.0","59940.0","6659.93","88014.96","0.2997"
"2021-10-30 00:00","288200.0","57640.0","6404.38","88014.96","0.2882"
"2021-10-31 00:00","269000.0","53800.0","5977.72","88014.96","0.269"
"2021-11-01 00:00","280000.0","56000.0","6222.16","92330.3","0.28"
"2021-11-02 00:00","271600.0","54320.0","6035.5","92330.3","0.2716"
"2021-11-03 00:00","273900.0","54780.0","6086.61","92010.48","0.2739"
"2021-11-04 00:00","268900.0","53780.0","5975.5","92010.48","0.2689"
"2021-11-05 00:00","263000.0","52600.0","5844.39","92010.48","0.263"
"2021-11-06 00:00","260900.0","52180.0","5797.72","92010.48","0.2609"
"2021-11-07 00:00","261800.0","52360.0","5817.72","92010.48","0.2618"
"2021-11-08 00:00","266400.0","53280.0","5919.94","92010.48","0.2664"
"2021-11-09 00:00","281900.0","56380.0","6264.38","92010.48","0.2819"
"2021-11-10 00:00","273600.0","54720.0","6079.94","92010.48","0.2736"
"2021-11-11 00:00","255300.0","51060.0","5673.28","92010.48","0.2553"
"2021-11-12 00:00","260500.0","52100.0","5788.83","92010.48","0.2605"
"2021-11-13 00:00","259300.0","51860.0","5762.16","92010.48","0.2593"
"2021-11-14 00:00","261300.0","52260.0","5806.61","92010.48","0.2613"
"2021-11-15 00:00","262800.0","52560.0","5839.94","92010.48","0.2628"
"2021-11-16 00:00","256600.0","51320.0","5702.17","92010.48","0.2566"
"2021-11-17 00:00","236500.0","47300.0","5255.5","92010.48","0.2365"
"2021-11-18 00:00","237400.0","47480.0","5275.5","92010.48","0.2374"
"2021-11-19 00:00","220800.0","44160.0","4906.62","92010.48","0.2208"
"2021-11-20 00:00","232900.0","46580.0","5175.5","92010.48","0.2329"
"2021-11-21 00:00","233000.0","46600.0","5177.73","92010.48","0.233"
"2021-11-22 00:00","225500.0","45100.0","5011.06","92010.48","0.2255"
"2021-11-23 00:00","219500.0","43900.0","4877.73","92010.48","0.2195"
"2021-11-24 00:00","226600.0","45320.0","5035.51","94715.27","0.2266"
"2021-11-25 00:00","217000.0","43400.0","4822.17","94715.27","0.217"
"2021-11-26 00:00","220900.0","44180.0","4908.84","94603.97","0.2209"
"2021-11-27 00:00","201600.0","40320.0","4479.96","94603.97","0.2016"
"2021-11-28 00:00","204900.0","40980.0","4553.29","94603.97","0.2049"
"2021-11-29 00:00","207300.0","41460.0","4606.62","94603.97","0.2073"
"2021-11-30 00:00","215000.0","43000.0","4777.73","94603.97","0.215"
"2021-12-01 00:00","214700.0","42940.0","4771.06","94603.97","0.2147"
"2021-12-02 00:00","209300.0","41860.0","4651.06","94603.97","0.2093"
"2021-12-03 00:00","209500.0","41900.0","4655.51","94603.97","0.2095"
"2021-12-04 00:00","199900.0","39980.0","4442.18","94603.97","0.1999"
"2021-12-05 00:00","178100.0","35620.0","3957.74","94603.97","0.1781"
"2021-12-06 00:00","171200.0","34240.0","3804.41","94603.97","0.1712"
"2021-12-07 00:00","177600.0","35520.0","3946.63","94603.97","0.1776"
"2021-12-08 00:00","176200.0","35240.0","3915.52","94603.97","0.1762"
"2021-12-09 00:00","179000.0","35800.0","3977.74","94603.97","0.179"
"2021-12-10 00:00","169100.0","33820.0","3757.74","94603.97","0.1691"
"2021-12-11 00:00","164100.0","32820.0","3646.63","92906.8","0.1641"
"2021-12-12 00:00","168900.0","33780.0","3753.3","92906.8","0.1689"
"2021-12-13 00:00","169700.0","33940.0","3771.07","92906.8","0.1697"
"2021-12-14 00:00","157300.0","31460.0","3495.52","92906.8","0.1573"
"2021-12-15 00:00","190900.0","38180.0","4242.18","103732.18","0.1909"
"2021-12-16 00:00","180800.0","36160.0","4017.74","103732.18","0.1808"
"2021-12-17 00:00","173200.0","34640.0","3848.85","103732.18","0.1732"
"2021-12-18 00:00","168500.0","33700.0","3744.41","103732.18","0.1685"
"2021-12-19 00:00","172300.0","34460.0","3828.85","103732.18","0.1723"
"2021-12-20 00:00","169400.0","33880.0","3764.41","103732.18","0.1694"
"2021-12-21 00:00","167100.0","33420.0","3713.3","103732.18","0.1671"
"2021-12-22 00:00","170700.0","34140.0","3793.3","103732.18","0.1707"
"2021-12-23 00:00","173000.0","34600.0","3844.41","103732.18","0.173"
"2021-12-24 00:00","185000.0","37000.0","4111.07","108210.81","0.185"
"2021-12-25 00:00","186200.0","37240.0","4137.74","108210.81","0.1862"
"2021-12-26 00:00","190800.0","38160.0","4239.96","108233.88","0.1908"
"2021-12-27 00:00","189800.0","37960.0","4217.74","108233.88","0.1898"
"2021-12-28 00:00","187900.0","37580.0","4175.51","108233.88","0.1879"
"2021-12-29 00:00","173900.0","34780.0","3864.41","108233.88","0.1739"
"2021-12-30 00:00","168000.0","33600.0","3733.3","108233.88","0.168"
"2021-12-31 00:00","171100.0","34220.0","3802.18","108233.88","0.1711"
